temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
50.93,rain,0.9,7.89,Heavy Rain,50.93,997.92,13.72,0.31,1455663600,189,0.3746,48.19,0.9
48.75,rain,0.9,8.62,Heavy Rain,44.48,998.62,10.0,0.57,1455667200,200,0.3684,46.08,0.89
46.5,rain,0.91,8.19,Light Rain,41.34,999.69,11.02,0.31,1455670800,215,0.0093,43.89,0.5
42.78,clear-night,0.82,9.89,Clear,36.98,1000.37,10.26,,1455674400,272,0.0016,37.67,0.03
39.61,partly-cloudy-night,0.77,10.0,Partly Cloudy,33.12,1002.43,10.07,0.31,1455678000,286,0.0,32.94,0.0
37.13,clear-night,0.74,10.0,Clear,28.96,1004.65,12.7,0.18,1455681600,279,0.0,29.61,0.0
34.73,clear-night,0.72,10.0,Clear,26.46,1006.24,11.41,0.09,1455685200,287,0.0,26.62,0.0
33.64,clear-night,0.72,10.0,Clear,26.0,1007.39,9.51,0.15,1455688800,297,0.0,25.46,0.0
32.99,clear-night,0.71,10.0,Clear,24.72,1007.33,10.48,0.03,1455692400,307,0.0,24.8,0.0
32.43,clear-night,0.74,10.0,Clear,24.88,1007.29,8.84,0.07,1455696000,310,0.0,25.03,0.0
32.7,clear-night,0.72,10.0,Clear,25.29,1007.8,8.69,0.07,1455699600,307,0.0,24.63,0.0
32.34,clear-night,0.73,10.0,Clear,26.07,1009.55,6.76,0.1,1455703200,285,0.0,24.61,0.0
32.56,clear-night,0.71,10.0,Clear,25.56,1010.51,7.95,0.18,1455706800,289,0.0,24.34,0.0
32.48,partly-cloudy-day,0.71,10.0,Mostly Cloudy,25.71,1011.11,7.56,0.62,1455710400,292,0.0,24.11,0.0
32.89,clear-day,0.7,10.0,Clear,26.22,1012.12,7.52,0.24,1455714000,303,0.0,24.1,0.0
33.84,clear-day,0.68,10.0,Clear,26.05,1012.78,9.91,0.22,1455717600,303,0.0,24.31,0.0
35.14,partly-cloudy-day,0.65,10.0,Partly Cloudy,27.35,1013.92,10.57,0.26,1455721200,307,0.0013,24.41,0.02
35.9,partly-cloudy-day,0.62,10.0,Partly Cloudy,28.96,1013.59,9.18,0.25,1455724800,309,0.0,24.33,0.0
36.65,clear-day,0.59,10.0,Clear,29.91,1013.7,9.15,0.17,1455728400,308,0.0,23.72,0.0
36.7,partly-cloudy-day,0.59,10.0,Partly Cloudy,29.49,1013.68,10.15,0.31,1455732000,300,0.0,23.66,0.0
36.78,clear-day,0.58,10.0,Clear,29.85,1013.89,9.57,0.09,1455735600,288,0.0,23.4,0.0
36.4,clear-day,0.58,10.0,Clear,28.87,1014.48,10.69,0.05,1455739200,292,0.0,23.25,0.0
35.56,clear-day,0.59,10.0,Clear,28.32,1015.37,9.64,0.0,1455742800,300,0.0,22.85,0.0
34.77,clear-day,0.6,10.0,Clear,27.93,1016.06,8.51,0.06,1455746400,299,0.0,22.22,0.0
33.85,clear-night,0.62,10.0,Clear,27.36,1016.96,7.57,0.15,1455750000,296,0.0,22.07,0.0
32.91,clear-night,0.64,10.0,Clear,27.24,1018.09,6.09,0.16,1455753600,284,0.0,21.98,0.0
32.72,partly-cloudy-night,0.65,10.0,Partly Cloudy,28.71,1018.88,4.19,0.27,1455757200,268,0.0,22.35,0.0
32.39,clear-night,0.67,10.0,Clear,26.87,1019.64,5.77,0.07,1455760800,266,0.0,22.76,0.0
32.07,clear-night,0.68,10.0,Clear,26.85,1019.85,5.35,0.16,1455764400,284,0.0,22.69,0.0
31.2,clear-night,0.69,9.68,Clear,24.37,1020.05,7.24,0.11,1455768000,294,0.0,22.24,0.0
29.32,clear-night,0.72,10.0,Clear,21.98,1020.53,7.4,0.18,1455771600,285,0.0,21.35,0.0
29.11,clear-night,0.69,10.0,Clear,21.35,1021.14,7.96,0.12,1455775200,288,0.0,20.38,0.0
28.82,clear-night,0.64,10.0,Clear,19.41,1022.11,10.73,0.08,1455778800,296,0.0,18.12,0.0
27.31,clear-night,0.6,10.0,Clear,18.45,1022.99,9.07,0.1,1455782400,302,0.0,15.09,0.0
25.83,clear-night,0.56,10.0,Clear,16.21,1024.05,9.77,0.07,1455786000,295,0.0,12.18,0.0
24.39,clear-night,0.56,10.0,Clear,15.59,1025.03,7.98,0.09,1455789600,302,0.0,11.11,0.0
23.58,clear-night,0.56,10.0,Clear,14.4,1025.72,8.28,0.04,1455793200,303,0.0,10.08,0.0
21.94,clear-day,0.59,10.0,Clear,12.93,1026.32,7.54,0.09,1455796800,301,0.0,9.84,0.0
23.62,clear-day,0.55,10.0,Clear,13.16,1027.53,10.31,0.04,1455800400,313,0.0,9.85,0.0
24.58,clear-day,0.52,10.0,Clear,12.68,1028.26,13.64,0.03,1455804000,328,0.0,9.46,0.0
25.56,clear-day,0.48,10.0,Clear,14.39,1028.71,12.61,0.0,1455807600,325,0.0,8.71,0.0
27.95,clear-day,0.43,10.0,Clear,16.96,1029.22,13.64,0.05,1455811200,336,0.0,8.57,0.0
28.96,clear-day,0.41,10.0,Clear,18.2,1029.24,13.74,,1455814800,338,0.0,8.01,0.0
29.97,clear-day,0.38,10.0,Clear,19.78,1028.86,13.03,,1455818400,334,0.0,7.55,0.0
30.95,clear-day,0.36,10.0,Clear,20.83,1029.06,13.49,0.0,1455822000,334,0.0,7.34,0.0
31.43,clear-day,0.34,10.0,Clear,21.42,1029.32,13.52,0.0,1455825600,349,0.0,6.63,0.0
30.33,clear-day,0.35,10.0,Clear,20.36,1029.86,12.74,0.0,1455829200,346,0.0,5.9,0.0
28.76,clear-day,0.34,10.0,Clear,18.32,1030.51,12.85,0.0,1455832800,347,0.0,4.23,0.0
26.52,clear-night,0.36,10.0,Clear,17.31,1031.52,9.36,0.0,1455836400,348,0.0,3.31,0.0
24.85,clear-night,0.38,10.0,Clear,16.12,1032.57,8.03,0.0,1455840000,348,0.0,2.89,0.0
23.65,clear-night,0.4,10.0,Clear,14.69,1033.42,7.98,0.0,1455843600,340,0.0,2.93,0.0
22.04,clear-night,0.41,10.0,Clear,13.77,1034.04,6.67,0.0,1455847200,347,0.0,1.83,0.0
20.81,clear-night,0.43,10.0,Clear,13.28,1034.13,5.61,0.0,1455850800,347,0.0,2.08,0.0
19.23,clear-night,0.45,10.0,Clear,11.85,1034.16,5.2,0.0,1455854400,340,0.0,1.26,0.0
17.64,clear-night,0.5,10.0,Clear,10.48,1034.12,4.78,0.0,1455858000,343,0.0,2.18,0.0
16.37,clear-night,0.54,10.0,Clear,11.13,1034.04,3.29,0.0,1455861600,338,0.0,2.74,0.0
15.2,clear-night,0.58,10.0,Clear,9.19,1033.85,3.66,0.0,1455865200,351,0.0,3.28,0.0
14.51,clear-night,0.59,10.0,Clear,9.04,1033.86,3.27,0.0,1455868800,334,0.0,2.96,0.0
12.95,clear-night,0.66,10.0,Clear,12.95,1034.06,1.86,0.0,1455872400,350,0.0,3.6,0.0
12.0,clear-night,0.69,10.0,Clear,4.74,1034.54,4.16,0.0,1455876000,332,0.0,3.94,0.0
11.58,clear-night,0.72,10.0,Clear,11.58,1034.76,1.6,0.0,1455879600,344,0.0,4.36,0.0
10.89,clear-day,0.73,10.0,Clear,10.89,1035.71,1.49,0.0,1455883200,339,0.0,3.91,0.0
15.71,clear-day,0.64,10.0,Clear,15.71,1036.03,1.99,0.02,1455886800,28,0.0,5.67,0.0
20.68,clear-day,0.49,10.0,Clear,20.68,1035.85,0.76,0.0,1455890400,328,0.0,4.37,0.0
25.22,clear-day,0.4,10.0,Clear,20.68,1035.15,3.67,0.0,1455894000,186,0.0,4.38,0.0
29.72,clear-day,0.32,10.0,Clear,25.17,1034.09,4.25,0.0,1455897600,188,0.0,3.46,0.0
33.29,clear-day,0.28,10.0,Clear,28.61,1033.04,4.98,0.0,1455901200,199,0.0,3.67,0.0
35.51,clear-day,0.26,10.0,Clear,29.97,1031.89,6.62,0.1,1455904800,208,0.0,4.2,0.0
36.08,clear-day,0.25,10.0,Clear,30.5,1030.48,6.87,0.06,1455908400,180,0.0,3.67,0.0
36.44,clear-day,0.27,10.0,Clear,29.8,1029.19,8.84,0.0,1455912000,170,0.0,5.42,0.0
36.48,clear-day,0.27,10.0,Clear,30.03,1028.07,8.49,0.05,1455915600,172,0.0,6.01,0.0
35.66,clear-day,0.3,10.0,Clear,29.11,1026.95,8.33,0.23,1455919200,165,0.0,7.26,0.0
34.64,partly-cloudy-night,0.34,9.68,Partly Cloudy,27.91,1026.27,8.25,0.31,1455922800,174,0.0,8.95,0.0
34.15,partly-cloudy-night,0.37,10.0,Partly Cloudy,26.96,1026.07,8.9,0.46,1455926400,185,0.0,10.57,0.0
32.95,partly-cloudy-night,0.46,9.95,Partly Cloudy,25.24,1025.5,9.35,0.31,1455930000,173,0.0,14.36,0.0
32.59,partly-cloudy-night,0.5,10.0,Partly Cloudy,24.1,1025.04,10.73,0.31,1455933600,187,0.0,15.96,0.0
32.1,clear-night,0.6,10.0,Clear,24.36,1024.77,9.05,,1455937200,179,0.0018,19.93,0.04
32.08,clear-night,0.7,9.97,Clear,24.2,1023.68,9.29,,1455940800,174,0.0,23.5,0.0
32.55,clear-night,0.74,9.64,Clear,24.73,1022.06,9.37,,1455944400,169,0.0,25.22,0.0
33.93,cloudy,0.77,9.39,Overcast,26.65,1020.55,8.97,1.0,1455948000,170,0.0,27.34,0.0
34.76,clear-night,0.81,8.49,Clear,26.76,1019.24,10.81,,1455951600,172,0.0,29.6,0.0
35.99,clear-night,0.81,9.31,Clear,28.39,1017.23,10.62,,1455955200,176,0.0027,30.67,0.08
37.55,rain,0.8,9.97,Heavy Rain,29.59,1016.12,12.46,,1455958800,180,0.3595,31.85,0.89
38.77,clear-night,0.78,9.73,Clear,31.43,1015.12,11.68,,1455962400,187,0.0011,32.52,0.01
38.63,rain,0.81,9.52,Light Rain,31.66,1014.42,10.66,0.31,1455966000,192,0.0155,33.19,0.57
39.05,rain,0.8,9.47,Drizzle,31.9,1013.16,11.34,1.0,1455969600,190,0.008,33.48,0.41
39.31,clear-day,0.78,9.9,Clear,32.61,1012.77,10.4,,1455973200,194,0.0015,33.0,0.03
40.67,partly-cloudy-day,0.72,10.0,Partly Cloudy,34.61,1012.24,9.69,0.31,1455976800,196,0.0,32.46,0.0
43.6,clear-day,0.65,10.0,Clear,37.69,1011.62,11.1,0.06,1455980400,203,0.0,32.53,0.0
48.79,clear-day,0.54,10.0,Clear,44.73,1010.92,9.43,0.06,1455984000,206,0.0,32.81,0.0
52.78,clear-day,0.46,10.0,Clear,52.78,1010.19,13.32,0.02,1455987600,222,0.0,32.31,0.0
55.24,clear-day,0.4,10.0,Clear,55.24,1009.11,14.59,0.05,1455991200,221,0.0,31.23,0.0
56.85,clear-day,0.35,10.0,Clear,56.85,1008.23,14.39,0.07,1455994800,218,0.0,29.51,0.0
57.77,clear-day,0.33,10.0,Clear,57.77,1007.92,12.54,0.08,1455998400,215,0.0,28.63,0.0
57.47,clear-day,0.33,10.0,Clear,57.47,1007.48,11.57,0.06,1456002000,214,0.0,28.91,0.0
55.54,clear-day,0.36,10.0,Clear,55.54,1007.31,9.69,0.06,1456005600,208,0.0,29.13,0.0
52.87,clear-night,0.41,10.0,Clear,52.87,1007.96,7.24,0.06,1456009200,209,0.0,29.81,0.0
51.29,partly-cloudy-night,0.45,10.0,Partly Cloudy,51.29,1007.89,8.24,0.43,1456012800,200,0.0,30.45,0.0
50.43,partly-cloudy-night,0.47,10.0,Partly Cloudy,50.43,1007.54,7.64,0.31,1456016400,199,0.0,30.9,0.0
50.31,clear-night,0.49,9.95,Clear,50.31,1008.12,9.32,,1456020000,206,0.0,31.94,0.0
49.94,clear-night,0.5,10.0,Clear,46.28,1007.35,9.07,0.12,1456023600,201,0.0,32.19,0.0
49.24,clear-night,0.52,10.0,Clear,46.25,1007.4,7.05,,1456027200,218,0.0,32.15,0.0
47.14,clear-night,0.54,10.0,Clear,44.06,1007.45,6.36,0.18,1456030800,218,0.0,31.54,0.0
44.14,clear-night,0.6,10.0,Clear,41.67,1007.77,4.54,0.11,1456034400,245,0.0,31.23,0.0
41.46,clear-night,0.66,10.0,Clear,37.59,1008.23,5.86,0.0,1456038000,262,0.0,31.11,0.0
41.0,clear-night,0.69,10.0,Clear,37.24,1008.38,5.58,0.08,1456041600,260,0.0,31.5,0.0
42.41,clear-night,0.65,10.0,Clear,36.19,1008.98,11.12,0.07,1456045200,282,0.0,31.53,0.0
42.11,clear-night,0.64,10.0,Clear,36.71,1009.85,8.94,0.13,1456048800,281,0.0,30.7,0.0
42.18,clear-night,0.63,10.0,Clear,35.94,1010.06,11.05,0.19,1456052400,277,0.0,30.69,0.0
40.45,clear-day,0.66,10.0,Clear,34.56,1010.93,9.2,0.11,1456056000,266,0.0,30.1,0.0
42.79,clear-day,0.63,10.0,Clear,38.02,1011.38,7.94,0.13,1456059600,273,0.0,31.1,0.0
45.23,clear-day,0.58,10.0,Clear,39.97,1011.85,10.43,0.04,1456063200,269,0.0,31.17,0.0
46.7,clear-day,0.54,10.0,Clear,41.29,1012.23,11.95,0.08,1456066800,277,0.0,30.73,0.0
48.35,clear-day,0.5,10.0,Clear,43.99,1012.35,10.0,0.17,1456070400,275,0.0,30.8,0.0
49.08,clear-day,0.48,10.0,Clear,44.96,1012.0,9.81,0.2,1456074000,284,0.0,30.37,0.0
49.74,clear-day,0.47,10.0,Clear,45.97,1011.63,9.27,0.22,1456077600,288,0.0,30.25,0.0
49.58,clear-day,0.46,10.0,Clear,44.77,1011.77,12.45,0.15,1456081200,295,0.0,29.56,0.0
49.16,clear-day,0.46,10.0,Clear,44.5,1012.22,11.55,0.09,1456084800,301,0.0,29.37,0.0
48.52,clear-day,0.48,10.0,Clear,44.0,1011.95,10.61,0.16,1456088400,318,0.0,29.54,0.0
46.67,clear-day,0.51,10.0,Clear,41.96,1012.55,9.85,0.05,1456092000,314,0.0,29.35,0.0
43.63,clear-night,0.57,10.0,Clear,39.62,1013.72,6.79,0.14,1456095600,307,0.0,29.29,0.0
41.27,clear-night,0.62,10.0,Clear,37.87,1014.4,5.13,0.12,1456099200,319,0.0,29.33,0.0
39.62,clear-night,0.66,9.87,Clear,34.73,1014.48,6.92,0.0,1456102800,329,0.0,29.14,0.0
39.31,clear-night,0.67,10.0,Clear,34.96,1014.67,5.96,0.11,1456106400,322,0.0,29.43,0.0
38.38,partly-cloudy-night,0.69,10.0,Partly Cloudy,36.04,1015.17,3.42,0.31,1456110000,306,0.0,29.01,0.0
37.46,partly-cloudy-night,0.71,10.0,Partly Cloudy,34.35,1015.38,4.04,0.31,1456113600,312,0.0,28.89,0.0
36.6,clear-night,0.73,10.0,Clear,33.7,1015.37,3.71,0.21,1456117200,315,0.0,28.71,0.0
34.96,partly-cloudy-night,0.76,10.0,Partly Cloudy,34.96,1015.32,2.83,0.3,1456120800,352,0.0,28.22,0.0
34.04,clear-night,0.77,10.0,Clear,29.59,1015.39,4.86,0.22,1456124400,345,0.0,27.51,0.0
33.46,clear-night,0.76,9.74,Clear,29.88,1015.47,3.89,0.14,1456128000,336,0.0,26.8,0.0
32.66,clear-night,0.74,10.0,Clear,27.89,1015.84,4.95,0.14,1456131600,344,0.0,25.27,0.0
31.19,clear-night,0.77,9.88,Clear,27.87,1016.4,3.39,0.06,1456135200,347,0.0,24.74,0.0
29.6,clear-night,0.79,10.0,Clear,25.43,1017.43,3.89,0.13,1456138800,317,0.0,23.84,0.0
28.95,clear-day,0.79,9.97,Clear,24.47,1018.52,4.07,0.21,1456142400,313,0.0,23.32,0.0
32.08,clear-day,0.74,10.0,Clear,27.95,1019.53,4.21,0.12,1456146000,341,0.0,24.71,0.0
36.42,clear-day,0.57,10.0,Clear,31.14,1019.93,6.51,0.13,1456149600,306,0.0,22.46,0.0
37.55,clear-day,0.52,10.0,Clear,32.23,1020.16,6.93,0.17,1456153200,321,0.0,21.33,0.0
39.03,clear-day,0.45,10.0,Clear,33.59,1020.09,7.67,0.14,1456156800,302,0.0,19.76,0.0
40.03,clear-day,0.42,10.0,Clear,34.73,1019.74,7.8,0.15,1456160400,313,0.0,18.6,0.0
41.39,clear-day,0.37,10.0,Clear,35.39,1019.46,9.95,0.16,1456164000,300,0.0,17.32,0.0
42.24,clear-day,0.35,10.0,Clear,36.48,1019.54,9.85,0.04,1456167600,321,0.0,16.28,0.0
42.39,clear-day,0.32,10.0,Clear,36.75,1020.05,9.64,0.03,1456171200,310,0.0,14.83,0.0
41.15,clear-day,0.31,10.0,Clear,35.3,1020.6,9.47,0.02,1456174800,329,0.0,12.94,0.0
38.66,clear-day,0.33,10.0,Clear,32.86,1021.97,8.18,0.03,1456178400,329,0.0,11.83,0.0
35.43,clear-night,0.36,10.0,Clear,30.14,1023.24,6.25,0.03,1456182000,337,0.0,10.85,0.0
32.25,clear-night,0.41,10.0,Clear,32.25,1024.3,2.98,0.02,1456185600,335,0.0,11.1,0.0
29.16,clear-night,0.5,10.0,Clear,29.16,1025.2,1.94,0.03,1456189200,354,0.0,13.01,0.0
26.96,clear-night,0.56,10.0,Clear,22.58,1025.76,3.74,0.03,1456192800,12,0.0,13.34,0.0
25.62,clear-night,0.6,10.0,Clear,20.02,1026.35,4.59,0.02,1456196400,13,0.0,13.87,0.0
24.65,clear-night,0.62,10.0,Clear,24.65,1026.74,2.9,0.02,1456200000,6,0.0,13.41,0.0
23.16,clear-night,0.66,10.0,Clear,18.6,1027.47,3.47,0.02,1456203600,25,0.0,13.46,0.0
22.71,clear-night,0.65,10.0,Clear,16.63,1027.78,4.58,0.05,1456207200,11,0.0,12.89,0.0
22.25,clear-night,0.67,10.0,Clear,16.6,1028.16,4.17,0.02,1456210800,17,0.0,12.84,0.0
22.26,clear-night,0.64,10.0,Clear,16.85,1027.9,3.98,0.06,1456214400,12,0.0,12.13,0.0
21.89,clear-night,0.65,10.0,Clear,14.54,1028.21,5.64,0.01,1456218000,21,0.0,11.8,0.0
22.52,clear-night,0.6,10.0,Clear,16.99,1028.97,4.1,0.03,1456221600,19,0.0,10.8,0.0
22.58,clear-night,0.6,9.91,Clear,16.2,1029.6,4.82,0.0,1456225200,24,0.0,10.72,0.0
22.86,clear-day,0.59,10.0,Clear,16.6,1030.23,4.76,0.2,1456228800,18,0.0,10.65,0.0
24.81,clear-day,0.57,10.0,Clear,17.85,1030.74,5.8,0.13,1456232400,31,0.0,11.62,0.0
27.64,clear-day,0.54,10.0,Clear,20.61,1030.5,6.53,0.19,1456236000,32,0.0,13.06,0.0
30.34,clear-day,0.51,10.0,Clear,24.98,1030.47,5.16,0.1,1456239600,44,0.0,14.26,0.0
32.98,clear-day,0.5,10.0,Clear,27.53,1030.17,5.83,0.08,1456243200,77,0.0,16.55,0.0
35.41,clear-day,0.49,10.0,Clear,29.9,1029.63,6.55,0.08,1456246800,91,0.0,18.32,0.0
36.88,partly-cloudy-day,0.49,10.0,Partly Cloudy,30.77,1029.11,8.03,0.3,1456250400,102,0.0,19.35,0.0
37.14,clear-day,0.5,10.0,Clear,30.69,1028.99,8.77,0.2,1456254000,105,0.0,20.3,0.0
37.02,clear-day,0.52,9.91,Clear,31.02,1028.87,7.89,0.0,1456257600,94,0.0,21.13,0.0
36.44,partly-cloudy-day,0.57,8.76,Partly Cloudy,29.9,1028.75,8.63,0.31,1456261200,90,0.0,22.53,0.0
35.27,clear-day,0.63,8.01,Clear,28.8,1028.5,8.06,0.0,1456264800,93,0.0021,23.98,0.05
34.09,clear-night,0.7,7.99,Clear,28.04,1028.75,6.97,,1456268400,91,0.0011,25.34,0.02
33.47,cloudy,0.74,6.23,Overcast,27.63,1029.11,6.47,1.0,1456272000,75,0.0012,26.09,0.02
32.6,clear-night,0.82,4.3,Clear,26.69,1028.92,6.34,,1456275600,68,0.002,27.75,0.05
31.81,partly-cloudy-night,0.87,5.37,Partly Cloudy,25.51,1028.41,6.66,0.31,1456279200,50,0.0014,28.36,0.03
31.95,snow,0.86,6.83,Light Snow,25.76,1028.07,6.54,,1456282800,49,0.0039,28.21,0.15
32.0,clear-night,0.85,7.52,Clear,25.68,1027.38,6.74,,1456286400,43,0.0013,27.96,0.02
31.87,snow,0.86,6.65,Light Snow,24.83,1026.51,7.76,,1456290000,46,0.0097,28.04,0.5
31.96,snow,0.87,7.31,Light Snow,26.02,1025.97,6.2,1.0,1456293600,44,0.0089,28.44,0.47
31.77,snow,0.89,4.91,Light Snow,25.08,1025.04,7.21,,1456297200,26,0.0084,29.04,0.44
32.01,rain,0.9,4.56,Light Rain,25.42,1024.11,7.13,,1456300800,28,0.0144,29.29,0.56
32.16,rain,0.91,5.64,Light Rain,25.62,1023.26,7.1,,1456304400,29,0.026,29.76,0.64
32.78,rain,0.91,5.08,Light Rain,26.88,1022.69,6.37,,1456308000,34,0.0129,30.34,0.54
33.07,rain,0.92,4.72,Drizzle,27.21,1021.91,6.4,,1456311600,29,0.0073,30.89,0.36
33.28,rain,0.91,3.68,Drizzle,27.13,1021.27,6.87,1.0,1456315200,18,0.0067,30.89,0.32
33.7,clear-day,0.91,3.38,Clear,28.31,1020.9,5.92,,1456318800,26,0.0036,31.33,0.13
34.32,rain,0.9,2.96,Light Rain,28.47,1019.9,6.74,,1456322400,19,0.012,31.74,0.53
34.68,rain,0.91,4.8,Light Rain,29.04,1018.57,6.53,,1456326000,31,0.0096,32.4,0.5
35.24,rain,0.9,3.99,Drizzle,29.0,1017.5,7.64,,1456329600,28,0.0063,32.64,0.29
36.28,rain,0.89,3.6,Drizzle,30.42,1015.5,7.38,,1456333200,27,0.0083,33.38,0.43
36.69,rain,0.91,2.51,Light Rain,31.34,1013.83,6.7,1.0,1456336800,35,0.0157,34.3,0.57
36.55,rain,0.92,3.31,Rain,31.6,1012.18,6.07,,1456340400,22,0.1199,34.43,0.81
36.86,rain,0.91,2.92,Rain,31.63,1011.04,6.57,,1456344000,23,0.0846,34.52,0.78
37.1,rain,0.92,2.65,Rain,32.36,1009.71,5.92,,1456347600,18,0.0837,35.0,0.78
37.43,rain,0.92,3.73,Light Rain,34.08,1008.21,4.28,,1456351200,33,0.0405,35.3,0.7
37.95,rain,0.92,4.11,Light Rain,34.9,1006.8,4.06,,1456354800,29,0.0487,35.97,0.72
38.92,rain,0.94,3.24,Rain,38.92,1005.43,2.94,1.0,1456358400,36,0.0787,37.31,0.77
39.53,rain,0.93,3.63,Light Rain,39.53,1004.25,2.71,,1456362000,53,0.0474,37.6,0.72
40.81,rain,0.93,4.53,Light Rain,40.81,1002.2,2.8,,1456365600,62,0.0449,38.93,0.71
42.16,rain,0.94,3.59,Light Rain,40.67,1000.14,3.13,,1456369200,113,0.0408,40.45,0.7
49.51,rain,0.93,4.34,Light Rain,44.44,997.58,13.33,,1456372800,165,0.0381,47.53,0.69
57.04,rain,0.91,5.31,Rain and Breezy,57.04,994.97,18.01,,1456376400,178,0.0875,54.32,0.78
57.86,rain,0.9,4.83,Rain and Breezy,57.86,993.46,21.07,1.0,1456380000,180,0.1414,54.8,0.83
59.46,rain,0.88,7.98,Rain,59.46,992.98,17.6,,1456383600,182,0.1236,55.88,0.82
58.79,rain,0.88,7.08,Rain and Breezy,58.79,992.51,19.13,,1456387200,188,0.068,55.27,0.76
57.96,rain,0.87,9.64,Light Rain,57.96,991.56,12.06,0.18,1456390800,175,0.0254,54.1,0.64
56.62,partly-cloudy-night,0.89,8.99,Partly Cloudy,56.62,990.81,11.98,0.31,1456394400,178,0.0,53.31,0.0
56.3,clear-night,0.88,9.73,Clear,56.3,990.11,9.69,0.11,1456398000,179,0.0,52.75,0.0
55.62,clear-day,0.87,9.26,Clear,55.62,989.98,9.14,0.23,1456401600,182,0.0,51.68,0.0
55.74,partly-cloudy-day,0.83,9.84,Partly Cloudy,55.74,989.62,10.12,0.26,1456405200,184,0.0,50.71,0.0
56.42,partly-cloudy-day,0.76,10.0,Partly Cloudy,56.42,988.74,12.65,0.26,1456408800,185,0.0,48.93,0.0
57.02,partly-cloudy-day,0.68,10.0,Partly Cloudy,57.02,987.62,13.75,0.25,1456412400,197,0.0,46.71,0.0
56.04,rain,0.64,9.52,Light Rain,56.04,986.97,12.36,0.17,1456416000,203,0.012,44.22,0.53
54.66,rain,0.63,9.16,Light Rain,54.66,986.2,15.56,0.31,1456419600,206,0.0141,42.18,0.56
52.1,rain,0.68,9.0,Light Rain,52.1,986.25,15.47,1.0,1456423200,211,0.0143,42.04,0.56
49.81,clear-day,0.74,9.65,Clear,45.21,986.1,11.92,,1456426800,246,0.0037,41.88,0.13
48.25,clear-day,0.73,10.0,Clear,43.08,986.58,12.5,,1456430400,264,0.0033,40.06,0.11
46.29,clear-day,0.74,9.27,Clear,40.93,987.68,11.45,,1456434000,251,0.0017,38.54,0.04
44.57,rain,0.75,9.16,Drizzle,38.9,988.92,11.1,,1456437600,246,0.008,37.27,0.41
42.58,rain,0.79,9.75,Drizzle,36.97,989.94,9.68,,1456441200,246,0.0075,36.54,0.37
40.88,rain,0.81,9.73,Drizzle,34.76,990.74,9.93,0.52,1456444800,240,0.0074,35.35,0.37
39.54,partly-cloudy-night,0.8,9.45,Partly Cloudy,33.28,991.53,9.54,0.31,1456448400,248,0.0038,33.86,0.14
38.33,rain,0.8,8.94,Drizzle,32.01,992.47,9.06,,1456452000,257,0.0063,32.55,0.29
37.89,partly-cloudy-night,0.75,9.06,Partly Cloudy,30.3,993.27,11.72,0.31,1456455600,259,0.0,30.63,0.0
36.32,clear-night,0.75,8.78,Clear,27.4,994.02,14.21,0.16,1456459200,272,0.0017,29.15,0.04
35.1,partly-cloudy-night,0.71,8.34,Partly Cloudy,25.65,995.28,14.76,0.31,1456462800,277,0.0031,26.79,0.1
33.78,partly-cloudy-night,0.66,8.98,Partly Cloudy,23.98,996.66,14.7,0.29,1456466400,278,0.0,23.82,0.0
32.63,partly-cloudy-night,0.65,8.33,Partly Cloudy,22.89,997.78,13.69,0.31,1456470000,278,0.0,22.21,0.0
31.71,clear-night,0.63,9.39,Clear,21.36,998.53,14.59,0.23,1456473600,287,0.0,20.69,0.0
30.74,partly-cloudy-night,0.63,9.61,Partly Cloudy,20.14,999.35,14.57,0.25,1456477200,287,0.0,19.49,0.0
29.7,clear-night,0.61,9.78,Clear,18.72,1000.57,14.8,0.13,1456480800,288,0.0,17.79,0.0
28.9,partly-cloudy-night,0.61,9.39,Partly Cloudy,18.58,1001.99,12.68,0.31,1456484400,284,0.0,17.07,0.0
27.99,partly-cloudy-day,0.59,9.68,Partly Cloudy,15.52,1003.14,17.55,0.37,1456488000,288,0.0,15.44,0.0
27.61,clear-day,0.57,9.95,Clear,15.29,1004.62,16.8,0.19,1456491600,285,0.0,14.43,0.0
28.29,clear-day,0.51,10.0,Clear,16.59,1005.76,15.63,0.12,1456495200,290,0.0,12.64,0.0
29.68,clear-day,0.45,10.0,Clear,17.48,1006.52,18.27,0.05,1456498800,288,0.0,10.94,0.0
30.86,clear-day,0.41,10.0,Clear,19.22,1007.28,17.64,0.06,1456502400,291,0.0,9.77,0.0
31.52,clear-day,0.36,10.0,Clear,19.24,1007.64,20.41,0.07,1456506000,299,0.0,7.81,0.0
32.03,clear-day,0.34,10.0,Clear,19.95,1007.96,20.28,0.09,1456509600,294,0.0,6.91,0.0
31.64,clear-day,0.33,10.0,Clear,19.87,1008.45,18.8,0.05,1456513200,296,0.0,5.86,0.0
31.01,clear-day,0.32,10.0,Clear,19.18,1009.25,18.35,0.03,1456516800,301,0.0,4.31,0.0
30.27,clear-day,0.31,10.0,Clear,18.53,1010.28,17.39,0.07,1456520400,307,0.0,3.39,0.0
28.98,clear-day,0.3,10.0,Clear,16.82,1011.5,17.49,0.02,1456524000,300,0.0,1.53,0.0
